_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
53f46877dabfaeb1a7c953f8,"('53f42e45dabfaeb2acff5d4d', 0.8944271909999159)","('5487bcf1dabfaed7b5fa32aa', 0.8151115136354149)","('53f45e09dabfaedf43626c9c', 0.7999999999999999)","('548e6f3fdabfaef989f093cf', 0.7666518779999278)",,,,,,,,,,,,
5629cf4445cedb33988abfe4,"('542d97f1dabfae489b986f1e', 0.8362420100070909)","('53f63678dabfae57b759c388', 0.7385489458759966)","('53f4383edabfaee2a1cf7b81', 0.7385489458759966)","('53f42b67dabfaec22b9f83f7', 0.7385489458759966)","('562cf58745cedb3398d11869', 0.7252406676228422)",,,,,,,,,,,
53f48082dabfaee43ed56608,"('53f4408ddabfaedf435bbd28', 0.8207826816681232)","('53f4555edabfaedd74e29f10', 0.8029550685469661)","('53f434fedabfaeb1a7be78b9', 0.7960979398444399)","('53f4461fdabfaec09f1c8318', 0.7895725166701284)",,,,,,,,,,,,
53f42f1adabfaeb22f41e41d,"('543027dfdabfaeca69bcf457', 0.9486832980505138)","('562d1ee245cedb3398d5ba00', 0.848528137423857)","('562d1ee245cedb3398d5ba06', 0.7407971974871923)","('53f38230dabfae4b349fc5cc', 0.7407971974871923)",,,,,,,,,,,,
53f43518dabfaeee2299f742,"('53f7a897dabfae8faa4a46d9', 0.7745966692414834)","('53f43360dabfaee2a1cc79a5', 0.7745966692414834)",,,,,,,,,,,,,,
53f42c49dabfaee0d9aec544,"('53f4be33dabfaedce177b3ee', 0.8133900512837775)","('5489713edabfae9b40134a60', 0.7590721152765897)","('53f432a5dabfaeb2ac02d07c', 0.7590721152765896)","('53f449e7dabfaee2a1d42c13', 0.7191465199607915)",,,,,,,,,,,,
53f44f9adabfaee2a1d59318,"('53f43e61dabfaeb22f4aa194', 0.852802865422442)","('53f44b6fdabfaec09f1dd00d', 0.8432740427115679)","('54852d51dabfae8a11fb26b2', 0.7938566201357354)","('53f4c92adabfaee0d9c777e1', 0.7302967433402215)",,,,,,,,,,,,
53f4574fdabfaeb22f504970,"('54480e5ddabfae87b7dcd972', 0.8660254037844388)","('53f433f4dabfaee4dc76af91', 0.8660254037844388)",,,,,,,,,,,,,,
53f46550dabfaefedbb847aa,"('53f4abcfdabfaecc2077b460', 0.9999999999999998)",,,,,,,,,,,,,,,
53f454b9dabfaee43ecb69db,"('53f44af3dabfaeecd69bf2bb', 0.8680929660198812)","('5447fee9dabfae87b7dbe97f', 0.8680929660198811)","('5406c1e3dabfae44f0858102', 0.8657749264389872)",,,,,,,,,,,,,
53f43a81dabfaee02acf1f61,"('544549c8dabfae862da126b0', 0.8387421368293257)",,,,,,,,,,,,,,,
53f456a9dabfaedd74e2f0df,"('53f45b75dabfaee4dc82530b', 0.9545454545454545)","('5432f66edabfaeb4c6aa0c7d', 0.9307578419910344)","('53f42f55dabfaee0d9b15a79', 0.9307578419910344)","('54409f50dabfae7d84b9153d', 0.8206099398622181)",,,,,,,,,,,,
562d529e45cedb3398dc4dd1,"('5631ffd245cedb3399f8bbea', 0.9999999999999998)",,,,,,,,,,,,,,,
53f42f22dabfaee4dc72fb08,"('54854deadabfae8a11fb283c', 0.9428090415820636)","('54095c0adabfae8faa685579', 0.9428090415820636)",,,,,,,,,,,,,,
53f42c7cdabfaedce54b7c42,"('53f4656ddabfaee02ad9083b', 0.9428090415820636)","('53f44906dabfaee2a1d3f50e', 0.9428090415820636)",,,,,,,,,,,,,,
53f42ea4dabfaeb1a7b9b99f,"('53f42df1dabfaee0d9b0418c', 0.9116846116771036)",,,,,,,,,,,,,,,
543265e7dabfaeb4ea4eef28,"('53f43aeddabfaee43ec5bdc0', 0.9036961141150639)","('562b096745cedb339896a096', 0.8981462390204986)","('54094af1dabfae8faa67dac6', 0.7333333333333332)",,,,,,,,,,,,,
542dabe2dabfae11fc491178,"('542a4908dabfae61d496406f', 0.8728715609439696)","('5459107ddabfaeb0fe2d6064', 0.7715167498104596)",,,,,,,,,,,,,,
53f435fadabfaee1c0a99f49,"('544085ffdabfae7f9b33eff7', 0.7188507574477845)",,,,,,,,,,,,,,,
5484a17cdabfaed7b5fa1a79,"('53f433b4dabfaedf43564a8f', 0.9655172413793105)","('560a00f045cedb3397002cda', 0.9051114573693304)","('53f4677bdabfaee2a1db33f1', 0.9051114573693304)","('53f43d6bdabfaee43ec66ed3', 0.9051114573693304)","('53f46ea2dabfaeee22a7251a', 0.9037128496931669)","('53f35a62dabfae4b3496cd26', 0.8858184517732264)","('53f43a57dabfaee1c0ac27c7', 0.8858184517732264)","('5434200bdabfaebba58446dc', 0.8808303292720552)",,,,,,,,
5405bc54dabfae8faa5fa562,"('5631ba1645cedb3399eff57f', 0.7462025072446364)","('53f4309bdabfaee1c0a5cff5', 0.7272727272727273)",,,,,,,,,,,,,,
53f42fb3dabfaeb2ac0071a4,"('53f4b8d5dabfaed83d77b3ee', 0.8660254037844388)","('53f4dfdfdabfaefae777b4d1', 0.8660254037844388)",,,,,,,,,,,,,,
53f378cbdabfae4b349daee2,"('53f431c0dabfaedce54fd12e', 0.8333333333333333)","('53f43b16dabfaee1c0acb386', 0.7071067811865475)",,,,,,,,,,,,,,
53f43550dabfaedf435766a5,"('53f42fafdabfaee43ebe29f3', 0.7175176469293999)",,,,,,,,,,,,,,,
53f362f9dabfae4b3498e73b,"('53f44de7dabfaeecd69ca7c1', 0.8888888888888888)","('53f43232dabfaee1c0a720b8', 0.8432740427115678)",,,,,,,,,,,,,,
53f436eedabfaee0d9b69a5e,"('53f4d31ddabfaef20af8072c', 1.0000000000000002)","('54871dffdabfae9b401341f7', 0.7745966692414834)",,,,,,,,,,,,,,
53f43767dabfaee43ec390f2,"('53f55b0fdabfae4cb0f80462', 0.9074852129730301)","('5405e60ddabfae44f08325e4', 0.8775269089525568)","('53f43391dabfaee43ec12e48', 0.8775269089525568)","('53f42df4dabfaedf4351e218', 0.7669649888473704)","('53f459a3dabfaec09f212147', 0.7484811885651198)",,,,,,,,,,,
562c7b1d45cedb3398c35c76,"('53f6395fdabfae02cc3fa74e', 0.8944271909999159)","('562c7b1d45cedb3398c35c73', 0.8728715609439697)","('562c862d45cedb3398c4f6d0', 0.8728715609439697)",,,,,,,,,,,,,
53f436c1dabfaeb22f474b5a,"('53f82518dabfae7f97a4b43a', 0.8520128672302582)","('562d449045cedb3398da7ac3', 0.75)","('53f78a1edabfae8faa4963ed', 0.7372097807744857)",,,,,,,,,,,,,
53f42bc0dabfaec22b9fe61a,"('53f45621dabfaee2a1d73093', 0.9999999999999998)",,,,,,,,,,,,,,,
53f43714dabfaee02accff0a,"('53f4cdf3dabfaeed1bf8115e', 0.9128709291752769)","('540834ffdabfae92b422fc76', 0.8944271909999159)","('53f468f8dabfaec09f24a189', 0.8944271909999159)","('53f7b9dbdabfae8faa4ad207', 0.7905694150420948)",,,,,,,,,,,,
53f42f6bdabfaee1c0a4db50,"('5405a14fdabfae450f3bea72', 0.9999999999999998)",,,,,,,,,,,,,,,
53f7971adabfae90ec10962d,"('53f7a85ddabfae8faa4a45ab', 0.816496580927726)",,,,,,,,,,,,,,,
53f432bbdabfaedf4355a0df,"('53f3a5cbdabfae4b34ad7f39', 0.7071067811865475)","('53f64208dabfae50b39818f2', 0.7071067811865475)",,,,,,,,,,,,,,
53f42c75dabfaec22ba099a0,"('53f42c9cdabfaec09f10966c', 1.0)","('53f7ac44dabfae92b40d50e8', 0.8164965809277261)",,,,,,,,,,,,,,
53f397dedabfae4b34a7e49f,"('53f42f67dabfaeb2ac00375c', 1.0000000000000002)","('543464a5dabfaebba585a742', 0.8660254037844388)",,,,,,,,,,,,,,
53f39b08dabfae4b34a933c1,"('53f447bcdabfaedf435d1b20', 0.7302967433402215)",,,,,,,,,,,,,,,
53f4322bdabfaee4dc7563c5,"('53f4376cdabfaedf43588bfb', 0.8660254037844388)",,,,,,,,,,,,,,,
53f45030dabfaedd74e156c8,"('5486819fdabfaed7b5fa29a9', 0.8333333333333333)","('562d30c845cedb3398d82267', 0.75)","('53f4d23cdabfaeedd4780091', 0.75)","('53f43ae1dabfaeb22f49c3de', 0.75)",,,,,,,,,,,,
53f46429dabfaeecd6a047f6,"('53f43758dabfaee2a1ceee1c', 0.8528028654224417)","('542ec487dabfae4b91c4852d', 0.7071067811865475)",,,,,,,,,,,,,,
53f476a2dabfaedf43685faa,"('5408ab47dabfae450f434e38', 0.960768922830523)","('53f56b29dabfae6c79f8052d', 0.960768922830523)","('53f4698ddabfaedd74e76583', 0.960768922830523)","('53f45b3bdabfaec09f2172e1', 0.960768922830523)","('53f438d5dabfaedd74db7a5c', 0.960768922830523)","('53f43157dabfaeb1a7bbd866', 0.960768922830523)","('54058148dabfae92b41dcf88', 0.960768922830523)","('53f4381edabfaee1c0aad1e7', 0.960768922830523)","('53f4334cdabfaeb22f45215a', 0.960768922830523)","('53f45d2bdabfaee02ad716a1', 0.9258200997725514)","('53f427b5dabfaec09f0d9c37', 0.9258200997725514)","('53f4366ddabfaee2a1ce695e', 0.916666666666667)",,,,
53f42c62dabfaee1c0a24206,"('53f42c63dabfaee1c0a243d3', 0.7999999999999999)",,,,,,,,,,,,,,,
54094af1dabfae8faa67dac6,"('53f43aeddabfaee43ec5bdc0', 0.9036961141150639)","('562b096745cedb339896a096', 0.8981462390204986)","('543265e7dabfaeb4ea4eef28', 0.7333333333333332)",,,,,,,,,,,,,
53f38592dabfae4b34a10a4d,"('53f44e8cdabfaee02ad39f55', 0.7559289460184544)",,,,,,,,,,,,,,,
53f45775dabfaee02ad5d01d,"('562d39ec45cedb3398d93747', 0.944911182523068)","('53f47105dabfaeecd6a3559f', 0.944911182523068)",,,,,,,,,,,,,,
53f325cedabfae9a84470902,"('5630140645cedb33999050ef', 0.7302967433402215)","('53f42f09dabfaec09f129ad8', 0.7302967433402215)",,,,,,,,,,,,,,
53f35f8edabfae4b3497fefe,"('53f4ccaadabfaee57a782ae9', 0.9486832980505139)","('54105474dabfae92b4273f8d', 0.8981462390204986)","('53f45c3edabfaec09f21a943', 0.8981462390204986)",,,,,,,,,,,,,
53f438b2dabfaeb2ac068b60,"('53f43579dabfaeb22f469b92', 0.9411764705882353)","('5447ead4dabfae87b7dad925', 0.9411764705882353)","('542a2158dabfae61d4957cbd', 0.9307578419910343)","('54843c72dabfaed7b5fa18a8', 0.8561726894780894)",,,,,,,,,,,,
53f44ebedabfaee43ec9e8eb,"('53f4290ddabfaec22b9e277e', 0.8660254037844388)","('56133f0d45cedb33979aa8cc', 0.7745966692414834)",,,,,,,,,,,,,,
53f3a72bdabfae4b34ae05b6,"('53f44ad9dabfaedf435deb3d', 0.8888888888888888)","('53f43309dabfaec22ba5f145', 0.8432740427115678)",,,,,,,,,,,,,,
53f42ba6dabfaec22b9fca8f,"('548a3046dabfaed7b5fa3fff', 0.9999999999999998)",,,,,,,,,,,,,,,
54058d60dabfae92b41e2762,"('5429972cdabfaec708197605', 1.0000000000000002)","('53f435aadabfaee02acc40de', 1.0000000000000002)",,,,,,,,,,,,,,
53f458a6dabfaec09f20ec49,"('53f465a4dabfaedf43642f05', 0.807207352795575)","('53f42cdcdabfaedd74d2f2b3', 0.807207352795575)","('53f42c6bdabfaeb2acfdbe2a', 0.8072073527955749)",,,,,,,,,,,,,
53f4339ddabfaeb22f455dc5,"('53f49c9adabfaebfa877b4a6', 0.9230769230769231)","('53f4ab5bdabfaecc2077b3ba', 0.8682431421244592)","('53f444b4dabfaee2a1d2da6e', 0.8278373543847156)",,,,,,,,,,,,,
53f44950dabfaedf435d84eb,"('53f456fbdabfaec09f208b13', 0.8333333333333336)",,,,,,,,,,,,,,,
53f43a17dabfaee02aceca35,"('53f46ae7dabfaeee22a6475c', 0.816496580927726)",,,,,,,,,,,,,,,
5406952fdabfae44f08437e0,"('56066bd945cedb3396878cf0', 0.7999999999999999)","('53f4679edabfaefedbb8d803', 0.7999999999999999)",,,,,,,,,,,,,,
53f436dadabfaee0d9b68e17,"('53f474a9dabfaedd74ea2021', 0.8682431421244592)","('53f433d4dabfaee02acb097c', 0.8682431421244592)",,,,,,,,,,,,,,
53f45a54dabfaee1c0b3c6fa,"('53f7c730dabfae92b40e265e', 0.8944271909999159)","('560374d345cedb3396194b14', 0.8660254037844388)","('54092ceedabfae8faa67180d', 0.8660254037844388)",,,,,,,,,,,,,
53f39eccdabfae4b34aac23d,"('53f4488cdabfaeee22a00164', 1.0000000000000002)",,,,,,,,,,,,,,,
53f3908ddabfae4b34a5233e,"('542a79d0dabfae646d567429', 0.9411764705882353)","('53f47373dabfaee02adc8327', 0.9411764705882353)","('53f467dadabfaee4dc853ef2', 0.9411764705882353)","('53f47c6bdabfaeb22f56e8e0', 0.7921180343813395)",,,,,,,,,,,,
53f451fcdabfaefedbb4081c,"('53f4d6c6dabfaef55bf8070a', 1.0000000000000002)","('53f4612adabfaeee22a40809', 1.0000000000000002)",,,,,,,,,,,,,,
53f7d9b3dabfae9060aefcb6,"('53f4464ddabfaeb1a7c2bff7', 0.74535599249993)",,,,,,,,,,,,,,,
548581a7dabfae9b4013370e,"('548a69fddabfaed7b5fa4136', 0.9428090415820636)","('5485b75ddabfae8a11fb2b4a', 0.7216878364870323)",,,,,,,,,,,,,,
53f36b8bdabfae4b349add0e,"('53f470f3dabfaeee22a7ab4f', 0.9486832980505138)","('54337365dabfaeb542187f74', 0.8999999999999999)",,,,,,,,,,,,,,
53f44cb7dabfaeee22a103c7,"('5486c1b2dabfaed7b5fa2c40', 0.9230769230769231)","('53f47208dabfaedd74e97811', 0.9230769230769231)","('53f43a8edabfaee2a1d0e4be', 0.9230769230769231)",,,,,,,,,,,,,
53f3a267dabfae4b34ac25ac,"('53f42d2adabfaeb22f40533c', 0.7999999999999999)","('53f46eaedabfaee43ed17724', 0.7999999999999999)",,,,,,,,,,,,,,
53f44bb7dabfaefedbb28f19,"('542a7b83dabfae61d4984bce', 0.9486832980505138)","('56063a2245cedb33967feba8', 0.8838834764831843)","('5448083bdabfae87b7dc7039', 0.8838834764831843)","('54096c5ddabfae450f4831d3', 0.8749999999999998)",,,,,,,,,,,,
53f44b81dabfaee4dc7e6306,"('542ac808dabfae646d587a37', 0.8320502943378436)","('5484cf77dabfae8a11fb2369', 0.7396002616336388)",,,,,,,,,,,,,,
53f4310cdabfaedce54f4146,"('540565aedabfae91d3fde272', 0.816496580927726)",,,,,,,,,,,,,,,
53f329d0dabfae9a84486a09,"('53f43b20dabfaeb22f49edac', 0.9428090415820636)","('53f32037dabfae9a84451932', 0.8333333333333335)",,,,,,,,,,,,,,
53f44d96dabfaeecd69c9485,"('53f4622edabfaec22bb169ea', 0.9428090415820636)","('53f46c9adabfaee02adad7d6', 0.8333333333333335)",,,,,,,,,,,,,,
53f44421dabfaee43ec74e74,"('53f44396dabfaefedbb0a308', 0.9090909090909092)","('53f452a5dabfaeee22a2642f', 0.9090909090909091)","('54343902dabfaebba5851a2e', 0.9045340337332909)","('560b8a4f45cedb339734eed0', 0.9045340337332909)",,,,,,,,,,,,
53f4302cdabfaee4dc73c50e,"('53f46fa8dabfaedd74e8e539', 0.9999999999999998)",,,,,,,,,,,,,,,
53f4370adabfaee2a1cec088,"('53f78d76dabfae8faa497f2b', 0.9999999999999998)",,,,,,,,,,,,,,,
53f47cd0dabfaee43ed4b121,"('53f43a6bdabfaefedbaeedaa', 0.8944271909999159)","('542a528bdabfae646d54f605', 0.7826237921249264)",,,,,,,,,,,,,,
53f44e50dabfaee43ec9cf4f,"('53f43d36dabfaee2a1d1cda8', 0.75)",,,,,,,,,,,,,,,
53f43a6bdabfaec09f1a3210,"('53f439b9dabfaec09f19bd4b', 0.8017837257372731)","('53f48d92dabfaea7cd1d3364', 0.7071067811865475)",,,,,,,,,,,,,,
53f4297bdabfaeb22f3d4db3,"('562d494a45cedb3398db1048', 0.816496580927726)","('562cf0d445cedb3398d0bea5', 0.7302967433402217)",,,,,,,,,,,,,,
53f43911dabfaedf43599a3f,"('53f4d229dabfaeedcf77fdc6', 0.9999999999999998)",,,,,,,,,,,,,,,
53f43ff2dabfaec09f1b8357,"('542aa7c4dabfae646d57cb04', 0.783849515338196)",,,,,,,,,,,,,,,
53f449bedabfaee43ec8b15e,"('54053924dabfae92b41b61c5', 1.0)","('53f44da4dabfaedf435e940a', 1.0)","('53f438c3dabfaeb1a7c0a423', 0.8944271909999159)",,,,,,,,,,,,,
53f426dcdabfaeb2acfaa879,"('53f45c69dabfaee4dc82864e', 0.8164965809277261)","('53f43b43dabfaeb22f4a0781', 0.8164965809277261)","('53f43269dabfaee4dc759946', 0.816496580927726)","('53f42f02dabfaedf4352ba1c', 0.7745966692414835)",,,,,,,,,,,,
53f79bdbdabfae9060ad21c4,"('53f463a6dabfaeecd6a02733', 0.7302967433402215)",,,,,,,,,,,,,,,
53f43981dabfaeb22f48e9cf,"('5610332c45cedb33977d0397', 0.9999999999999999)","('53f4526adabfaedd74e1e489', 0.9128709291752769)","('5631573f45cedb3399d976a0', 0.7071067811865475)",,,,,,,,,,,,,
53f45c39dabfaee0d9c095d7,"('53f42fa7dabfaec22ba34ca8', 0.7071067811865475)","('53f431c2dabfaee43ebfd7ad', 0.7071067811865475)","('53f4bc38dabfaedaa177b439', 0.7071067811865475)",,,,,,,,,,,,,
53f556d7dabfae963d25e50a,"('563102e345cedb3399c465de', 0.7071067811865477)",,,,,,,,,,,,,,,
53f437c7dabfaee2a1cf328a,"('53f44af8dabfaee0d9bc63ab', 0.8703882797784892)",,,,,,,,,,,,,,,
53f39de7dabfae4b34aa6859,"('53f4c9c2dabfaee9cdf8096a', 0.9686196045011367)","('53f43af5dabfaeee229d70b5', 0.9652341781316807)","('53f43bc4dabfaee0d9b97c3a', 0.9652341781316806)","('53f4427fdabfaee02ad0b90a', 0.9652341781316806)","('53f45bc6dabfaee02ad6cb46', 0.9652341781316806)","('53f43aabdabfaefedbaf1ae6', 0.9523809523809527)","('53f43297dabfaedf4355894a', 0.9485040136686711)","('53f45606dabfaec09f20533f', 0.9378097778799173)","('53f397e2dabfae4b34a7e6cc', 0.9378097778799173)","('53f43471dabfaec22ba6ec56', 0.9280155500921636)","('5631ed0545cedb3399f5fa32', 0.8758186675830277)","('5484e0dfdabfae8a11fb23b6', 0.8758186675830277)",,,,
53f46c8fdabfaeecd6a24d2d,"('562f0cd145cedb33994f27f7', 1.0000000000000002)",,,,,,,,,,,,,,,
53f44885dabfaec09f1d1919,"('548d366edabfae8a11fb4f44', 0.9999999999999998)",,,,,,,,,,,,,,,
53f43b44dabfaee2a1d16007,"('53f43634dabfaee02acc8dcc', 0.9333333333333331)","('53f44662dabfaee43ec7dd7a', 0.8783100656536798)","('54593950dabfaeb0fe34d60f', 0.821583836257749)",,,,,,,,,,,,,
53f4307ddabfaeb1a7bb28da,"('540560dedabfae92b41cc53c', 0.9999999999999998)",,,,,,,,,,,,,,,
53f433b7dabfaeecd6944903,"('542a7143dabfae61d497e1ff', 0.8561726894780893)","('5433bb77dabfaeb4c6aca13a', 0.7089175569585667)",,,,,,,,,,,,,,
53f460acdabfaee0d9c18995,"('53f47e36dabfaee4dc8a8b61', 0.890870806374748)","('53f470d4dabfaee02adbdaf9', 0.819891591749923)","('53f432addabfaeb2ac02d556', 0.7777777777777779)","('53f44a5ddabfaee4dc7e157f', 0.7570332986102252)",,,,,,,,,,,,
53f447fadabfaec09f1cf698,"('53fd9955dabfae8faa5afb71', 0.7071067811865477)",,,,,,,,,,,,,,,
53f3a81edabfae4b34ae6191,"('5448ca1edabfae87b7e7ab47', 0.7745966692414834)","('53f43214dabfaee2a1cb8bd8', 0.7745966692414834)",,,,,,,,,,,,,,
53f447efdabfaee43ec83e0a,"('53f446d9dabfaedce5579a2e', 0.8391463916782738)",,,,,,,,,,,,,,,
53f43a57dabfaee1c0ac27c7,"('53f43d6bdabfaee43ec66ed3', 0.9341987329938277)","('560a00f045cedb3397002cda', 0.9341987329938276)","('53f4677bdabfaee2a1db33f1', 0.9341987329938276)","('53f46ea2dabfaeee22a7251a', 0.9189365834726816)","('5434200bdabfaebba58446dc', 0.8956685895029602)","('53f433b4dabfaedf43564a8f', 0.8858184517732264)","('5484a17cdabfaed7b5fa1a79', 0.8858184517732264)","('53f35a62dabfae4b3496cd26', 0.8)",,,,,,,,
5434bef2dabfaebba585f870,"('5488077bdabfaed7b5fa343f', 0.8040302522073697)","('544890eedabfae87b7e44b83', 0.7537783614444091)","('53f45cb5dabfaee4dc82972a', 0.7537783614444091)","('53f39da9dabfae4b34aa4fa5', 0.7385489458759965)",,,,,,,,,,,,
53f4366bdabfaee4dc782f4e,"('53f45668dabfaee4dc811d65', 1.0)",,,,,,,,,,,,,,,
53f45ed0dabfaee4dc830bd5,"('563121e945cedb3399cbb2f5', 0.9999999999999998)",,,,,,,,,,,,,,,
53f44c25dabfaedf435e3c82,"('53f7e4e1dabfae90ec129c39', 0.7999999999999999)",,,,,,,,,,,,,,,
53f42b72dabfaedf434f8307,"('53f4c872dabfaee57877db2d', 0.8164965809277261)","('53f46258dabfaefedbb790fa', 0.7385489458759964)",,,,,,,,,,,,,,
53f46837dabfaeb22f544faa,"('53f46e72dabfaee02adb4b9f', 1.0)","('54083d69dabfae8faa6365f3', 0.8029550685469662)",,,,,,,,,,,,,,
53f42b59dabfaeb22f3e7cf7,"('53f44c24dabfaee1c0b042fb', 0.816496580927726)",,,,,,,,,,,,,,,
53f42decdabfaec22ba1ede9,"('53f43467dabfaee0d9b5269a', 0.9152086306448589)",,,,,,,,,,,,,,,
53f43267dabfaedce55053ef,"('53f4344cdabfaeee22996a84', 0.943879807448539)","('53f4312ddabfaec22ba488ea', 0.904534033733291)","('53f43799dabfaeee229b5d1a', 0.9045340337332909)","('5618470345ce1e5963fd7af2', 0.8616404368553293)",,,,,,,,,,,,
53f43a02dabfaefedbae9f37,"('53f433f9dabfaee43ec17b2d', 0.8488746876271656)",,,,,,,,,,,,,,,
53f4597bdabfaee1c0b39896,"('53f42d39dabfaeb22f405faf', 0.9028938981432693)","('53f42c9edabfaeb1a7b7fc36', 0.8940593410189048)","('5405d357dabfae8faa604b6e', 0.8503904055243743)","('54487a97dabfae87b7e2deb6', 0.7835467939002065)",,,,,,,,,,,,
53f46846dabfaefedbb901ea,"('53f38f28dabfae4b34a4a036', 0.9486832980505139)","('54853964dabfae9b401334b9', 0.75)",,,,,,,,,,,,,,
53f42f1ddabfaedce54db95b,"('53f83f53dabfae9060b1e62f', 0.9411764705882353)","('53f45d0edabfaedd74e4639c', 0.9411764705882353)","('53f4559ddabfaee0d9bf0e8d', 0.8574929257125441)",,,,,,,,,,,,,
5448a806dabfae87b7e5b60e,"('54852e02dabfaed7b5fa1f83', 0.816496580927726)",,,,,,,,,,,,,,,
53f468f5dabfaee2a1db97fb,"('562ca9e945cedb3398c8bce1', 0.8888888888888888)","('53f3ac2adabfae4b34afe341', 0.7396002616336388)",,,,,,,,,,,,,,
53f43613dabfaedd74d9e162,"('53f44787dabfaee43ec8237b', 1.0000000000000002)","('53f42bc9dabfaec22b9fedf9', 0.816496580927726)",,,,,,,,,,,,,,
53f457d7dabfaedd74e33976,"('53f47293dabfaeee22a80b78', 0.9561828874675149)","('56cb1896c35f4f3c65652d1d', 0.9285714285714288)","('5408f895dabfae450f454161', 0.8743856497851875)","('53f425e0dabfaeb1a7b523ff', 0.8295150620062532)",,,,,,,,,,,,
53f4333ddabfaedf4355f35a,"('53f43a1adabfaee4dc7a4de0', 0.816496580927726)",,,,,,,,,,,,,,,
53f42b24dabfaec22b9f38d5,"('562c7bc845cedb3398c36fa9', 0.9428090415820636)","('53f42bd9dabfaeb2acfd2bd0', 0.7126966450997985)",,,,,,,,,,,,,,
53f430dcdabfaee1c0a60581,"('53f43477dabfaec22ba6f0a0', 0.816496580927726)","('54864cefdabfae9b40133cf2', 0.816496580927726)",,,,,,,,,,,,,,
53f4276ddabfaec09f0d8800,"('561773c245cedb3397bf7b15', 0.8703882797784892)",,,,,,,,,,,,,,,
53f387a8dabfae4b34a1cbc1,"('53f42f6fdabfaedce54df6f8', 1.0000000000000002)","('53f47076dabfaee4dc875f0d', 0.8660254037844388)",,,,,,,,,,,,,,
53f42b40dabfaedce54a2e09,"('53f42ebedabfaee0d9b0e992', 1.0)",,,,,,,,,,,,,,,
53f440f5dabfaedf435bc8dd,"('53f46ffddabfaee02adba86c', 1.0)","('53f44034dabfaeecd699b59c', 0.8660254037844388)","('53f48bd9dabfaea7cd1cd2b9', 0.75)",,,,,,,,,,,,,
54483ab1dabfae87b7dee149,"('562d50b945cedb3398dc091e', 1.0000000000000002)","('54876740dabfae9b4013469b', 0.7745966692414834)",,,,,,,,,,,,,,
